"",Unnamed: 0,DATA NUMBER,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,TYPHOON NAME,CLASS,LAT,LON,CENTRAL PRESSURE,MAX WINDSPEED,50KT MAJORAXIS DIRECTION,50KT MAJORAXIS,50KT MINORAXIS,30KT MAJORAXIS DIRECTION,30KT MAJORAXIS,30KT MINORAXIS,LANDING,Datetime,unixtime
41,41,41,2017,7,1,6,1703,NANMADOL,2,15.0,132.2,1006,0,0,0,0,0,0,0,0,2017-07-01 06:00:00,1498888800
42,42,42,2017,7,1,12,1703,NANMADOL,2,16.8,130.5,1006,0,0,0,0,0,0,0,0,2017-07-01 12:00:00,1498910400
43,43,43,2017,7,1,18,1703,NANMADOL,2,18.8,128.9,1006,0,0,0,0,0,0,0,0,2017-07-01 18:00:00,1498932000
44,44,44,2017,7,2,0,1703,NANMADOL,3,20.7,127.1,1002,35,0,0,0,9,60,60,0,2017-07-02 00:00:00,1498953600
45,45,45,2017,7,2,6,1703,NANMADOL,3,21.9,125.7,1002,35,0,0,0,9,60,60,0,2017-07-02 06:00:00,1498975200
46,46,46,2017,7,2,12,1703,NANMADOL,3,23.5,124.8,998,40,0,0,0,9,60,60,0,2017-07-02 12:00:00,1498996800
47,47,47,2017,7,2,18,1703,NANMADOL,4,24.7,124.1,990,50,0,0,0,2,100,60,0,2017-07-02 18:00:00,1499018400
48,48,48,2017,7,3,0,1703,NANMADOL,4,26.2,124.3,990,50,0,0,0,2,100,60,0,2017-07-03 00:00:00,1499040000
49,49,49,2017,7,3,6,1703,NANMADOL,4,27.7,125.0,985,55,9,20,20,2,100,60,0,2017-07-03 06:00:00,1499061600
50,50,50,2017,7,3,12,1703,NANMADOL,4,29.4,126.2,985,55,9,20,20,2,100,60,0,2017-07-03 12:00:00,1499083200
51,51,52,2017,7,3,18,1703,NANMADOL,4,31.3,127.7,985,55,9,20,20,2,100,60,0,2017-07-03 18:00:00,1499104800
52,52,55,2017,7,4,0,1703,NANMADOL,4,32.8,130.5,990,50,0,0,0,3,100,60,0,2017-07-04 00:00:00,1499126400
53,53,57,2017,7,4,6,1703,NANMADOL,4,33.6,134.2,990,50,0,0,0,3,100,60,0,2017-07-04 06:00:00,1499148000
54,54,60,2017,7,4,12,1703,NANMADOL,4,34.1,138.3,990,50,0,0,0,4,120,60,0,2017-07-04 12:00:00,1499169600
55,55,62,2017,7,4,18,1703,NANMADOL,4,35.5,142.6,990,50,0,0,0,4,120,60,0,2017-07-04 18:00:00,1499191200
56,56,63,2017,7,5,0,1703,NANMADOL,6,36.1,146.0,994,0,0,0,0,0,0,0,0,2017-07-05 00:00:00,1499212800
57,57,64,2017,7,5,6,1703,NANMADOL,6,36.9,150.7,994,0,0,0,0,0,0,0,0,2017-07-05 06:00:00,1499234400
58,58,65,2017,7,5,12,1703,NANMADOL,6,38.2,154.8,994,0,0,0,0,0,0,0,0,2017-07-05 12:00:00,1499256000
59,59,66,2017,7,5,18,1703,NANMADOL,6,40.3,160.2,994,0,0,0,0,0,0,0,0,2017-07-05 18:00:00,1499277600
60,60,67,2017,7,6,0,1703,NANMADOL,6,43.0,166.1,992,0,0,0,0,0,0,0,0,2017-07-06 00:00:00,1499299200
61,61,68,2017,7,6,6,1703,NANMADOL,6,46.4,169.9,988,0,0,0,0,0,0,0,0,2017-07-06 06:00:00,1499320800
62,62,69,2017,7,6,12,1703,NANMADOL,6,49.8,171.4,988,0,0,0,0,0,0,0,0,2017-07-06 12:00:00,1499342400
63,63,70,2017,7,6,18,1703,NANMADOL,6,50.6,170.4,990,0,0,0,0,0,0,0,0,2017-07-06 18:00:00,1499364000
64,64,71,2017,7,7,0,1703,NANMADOL,6,51.0,170.6,990,0,0,0,0,0,0,0,0,2017-07-07 00:00:00,1499385600
65,65,72,2017,7,7,6,1703,NANMADOL,6,51.0,171.3,988,0,0,0,0,0,0,0,0,2017-07-07 06:00:00,1499407200
66,66,73,2017,7,7,12,1703,NANMADOL,6,50.9,172.3,988,0,0,0,0,0,0,0,0,2017-07-07 12:00:00,1499428800
67,67,74,2017,7,7,18,1703,NANMADOL,6,50.9,174.6,990,0,0,0,0,0,0,0,0,2017-07-07 18:00:00,1499450400
68,68,75,2017,7,8,0,1703,NANMADOL,6,51.4,177.2,992,0,0,0,0,0,0,0,0,2017-07-08 00:00:00,1499472000
69,69,76,2017,7,8,6,1703,NANMADOL,6,52.1,179.6,992,0,0,0,0,0,0,0,0,2017-07-08 06:00:00,1499493600
70,70,77,2017,7,8,12,1703,NANMADOL,6,53.1,182.3,994,0,0,0,0,0,0,0,0,2017-07-08 12:00:00,1499515200
87,87,94,2017,7,19,6,1705,NORU,2,26.1,162.1,1010,0,0,0,0,0,0,0,0,2017-07-19 06:00:00,1500444000
88,88,95,2017,7,19,12,1705,NORU,2,26.2,161.7,1010,0,0,0,0,0,0,0,0,2017-07-19 12:00:00,1500465600
89,89,96,2017,7,19,18,1705,NORU,2,26.4,161.2,1008,0,0,0,0,0,0,0,0,2017-07-19 18:00:00,1500487200
90,90,97,2017,7,20,0,1705,NORU,2,26.9,160.6,1008,0,0,0,0,0,0,0,0,2017-07-20 00:00:00,1500508800
91,91,98,2017,7,20,6,1705,NORU,2,27.2,159.9,1008,0,0,0,0,0,0,0,0,2017-07-20 06:00:00,1500530400
92,92,99,2017,7,20,12,1705,NORU,3,27.4,159.0,1006,35,0,0,0,1,150,100,0,2017-07-20 12:00:00,1500552000
93,93,100,2017,7,20,18,1705,NORU,3,27.6,158.4,1006,35,0,0,0,1,150,100,0,2017-07-20 18:00:00,1500573600
94,94,101,2017,7,21,0,1705,NORU,3,28.0,157.5,1006,35,0,0,0,1,150,100,0,2017-07-21 00:00:00,1500595200
95,95,102,2017,7,21,6,1705,NORU,3,28.2,156.6,1006,35,0,0,0,1,150,100,0,2017-07-21 06:00:00,1500616800
96,96,103,2017,7,21,12,1705,NORU,3,28.3,155.5,1004,35,0,0,0,1,150,100,0,2017-07-21 12:00:00,1500638400
97,97,104,2017,7,21,18,1705,NORU,3,28.5,154.3,1000,40,0,0,0,1,150,100,0,2017-07-21 18:00:00,1500660000
98,98,105,2017,7,22,0,1705,NORU,3,28.6,153.7,1000,40,0,0,0,1,150,100,0,2017-07-22 00:00:00,1500681600
99,99,106,2017,7,22,6,1705,NORU,3,28.7,153.2,998,40,0,0,0,1,150,100,0,2017-07-22 06:00:00,1500703200
100,100,107,2017,7,22,12,1705,NORU,3,28.7,152.5,994,45,0,0,0,1,150,100,0,2017-07-22 12:00:00,1500724800
101,101,108,2017,7,22,18,1705,NORU,4,28.6,151.9,990,50,0,0,0,1,180,150,0,2017-07-22 18:00:00,1500746400
102,102,109,2017,7,23,0,1705,NORU,4,28.3,151.4,985,55,9,40,40,1,180,150,0,2017-07-23 00:00:00,1500768000
103,103,110,2017,7,23,6,1705,NORU,4,28.1,151.2,980,60,9,40,40,1,180,150,0,2017-07-23 06:00:00,1500789600
104,104,111,2017,7,23,12,1705,NORU,5,28.0,151.4,975,65,9,50,50,1,180,150,0,2017-07-23 12:00:00,1500811200
105,105,112,2017,7,23,18,1705,NORU,5,27.6,151.6,975,65,9,50,50,1,180,150,0,2017-07-23 18:00:00,1500832800
106,106,113,2017,7,24,0,1705,NORU,5,27.2,152.2,970,70,9,50,50,1,180,150,0,2017-07-24 00:00:00,1500854400
107,107,114,2017,7,24,6,1705,NORU,5,26.7,153.0,970,70,9,50,50,1,180,150,0,2017-07-24 06:00:00,1500876000
108,108,115,2017,7,24,12,1705,NORU,5,26.2,154.1,970,70,9,50,50,1,180,150,0,2017-07-24 12:00:00,1500897600
109,109,116,2017,7,24,18,1705,NORU,5,25.9,155.5,970,70,9,50,50,9,150,150,0,2017-07-24 18:00:00,1500919200
110,110,117,2017,7,25,0,1705,NORU,5,25.7,156.7,970,70,9,50,50,9,150,150,0,2017-07-25 00:00:00,1500940800
111,111,118,2017,7,25,6,1705,NORU,5,25.9,157.6,970,70,9,50,50,9,150,150,0,2017-07-25 06:00:00,1500962400
112,112,119,2017,7,25,12,1705,NORU,5,26.2,158.2,975,65,9,50,50,9,150,150,0,2017-07-25 12:00:00,1500984000
113,113,120,2017,7,25,18,1705,NORU,5,27.0,158.4,975,65,9,50,50,1,180,150,0,2017-07-25 18:00:00,1501005600
114,114,121,2017,7,26,0,1705,NORU,5,28.0,157.9,975,65,9,50,50,1,210,150,0,2017-07-26 00:00:00,1501027200
115,115,122,2017,7,26,6,1705,NORU,5,29.0,157.1,975,65,9,50,50,1,210,150,0,2017-07-26 06:00:00,1501048800
116,116,123,2017,7,26,12,1705,NORU,5,29.8,155.6,975,65,9,50,50,1,210,150,0,2017-07-26 12:00:00,1501070400
117,117,124,2017,7,26,18,1705,NORU,5,30.4,154.1,975,65,9,50,50,1,210,150,0,2017-07-26 18:00:00,1501092000
118,118,125,2017,7,27,0,1705,NORU,5,30.7,152.1,975,65,9,50,50,1,210,150,0,2017-07-27 00:00:00,1501113600
119,119,126,2017,7,27,6,1705,NORU,5,31.0,150.5,975,65,9,50,50,1,210,150,0,2017-07-27 06:00:00,1501135200
120,120,127,2017,7,27,12,1705,NORU,5,30.7,148.5,975,65,9,50,50,1,180,150,0,2017-07-27 12:00:00,1501156800
121,121,128,2017,7,27,18,1705,NORU,5,30.4,146.8,975,65,9,50,50,1,180,150,0,2017-07-27 18:00:00,1501178400
122,122,129,2017,7,28,0,1705,NORU,4,29.6,145.2,975,60,9,40,40,9,150,150,0,2017-07-28 00:00:00,1501200000
123,123,130,2017,7,28,6,1705,NORU,4,28.9,144.5,975,60,9,40,40,9,150,150,0,2017-07-28 06:00:00,1501221600
124,124,132,2017,7,28,12,1705,NORU,4,28.3,143.8,975,60,9,40,40,9,150,150,0,2017-07-28 12:00:00,1501243200
125,125,134,2017,7,28,18,1705,NORU,4,27.7,143.5,975,60,9,40,40,9,150,150,0,2017-07-28 18:00:00,1501264800
126,126,136,2017,7,29,0,1705,NORU,4,27.1,142.9,975,60,9,40,40,9,150,150,0,2017-07-29 00:00:00,1501286400
127,127,138,2017,7,29,6,1705,NORU,4,26.2,142.2,975,60,9,40,40,9,150,150,0,2017-07-29 06:00:00,1501308000
128,128,140,2017,7,29,12,1705,NORU,4,25.3,141.9,975,60,9,40,40,9,150,150,0,2017-07-29 12:00:00,1501329600
129,129,141,2017,7,29,18,1705,NORU,4,24.5,141.9,975,60,9,40,40,9,150,150,0,2017-07-29 18:00:00,1501351200
130,130,142,2017,7,30,0,1705,NORU,5,23.9,141.7,970,65,9,40,40,9,150,150,0,2017-07-30 00:00:00,1501372800
131,131,143,2017,7,30,6,1705,NORU,5,23.4,141.5,965,70,9,40,40,9,150,150,0,2017-07-30 06:00:00,1501394400
132,132,144,2017,7,30,12,1705,NORU,5,22.9,141.4,955,75,9,60,60,9,150,150,0,2017-07-30 12:00:00,1501416000
133,133,145,2017,7,30,18,1705,NORU,5,22.8,140.9,945,85,9,60,60,9,150,150,0,2017-07-30 18:00:00,1501437600
134,134,146,2017,7,31,0,1705,NORU,5,22.8,140.4,935,95,9,60,60,9,150,150,0,2017-07-31 00:00:00,1501459200
135,135,147,2017,7,31,6,1705,NORU,5,22.9,139.9,935,95,9,60,60,9,150,150,0,2017-07-31 06:00:00,1501480800
136,136,148,2017,7,31,12,1705,NORU,5,23.0,139.3,935,95,9,60,60,9,150,150,0,2017-07-31 12:00:00,1501502400
137,137,149,2017,7,31,18,1705,NORU,5,23.3,138.8,935,95,9,60,60,9,150,150,0,2017-07-31 18:00:00,1501524000
138,138,150,2017,8,1,0,1705,NORU,5,23.7,138.2,935,95,9,60,60,9,150,150,0,2017-08-01 00:00:00,1501545600
139,139,151,2017,8,1,6,1705,NORU,5,24.1,137.7,940,90,9,60,60,9,150,150,0,2017-08-01 06:00:00,1501567200
140,140,152,2017,8,1,12,1705,NORU,5,24.4,137.3,940,90,9,60,60,9,150,150,0,2017-08-01 12:00:00,1501588800
141,141,153,2017,8,1,18,1705,NORU,5,25.0,136.7,940,90,9,60,60,9,150,150,0,2017-08-01 18:00:00,1501610400
142,142,154,2017,8,2,0,1705,NORU,5,25.4,136.4,940,90,9,60,60,9,150,150,0,2017-08-02 00:00:00,1501632000
143,143,155,2017,8,2,6,1705,NORU,5,25.8,135.9,940,90,9,60,60,9,150,150,0,2017-08-02 06:00:00,1501653600
144,144,156,2017,8,2,12,1705,NORU,5,26.1,135.7,940,90,9,60,60,9,150,150,0,2017-08-02 12:00:00,1501675200
145,145,157,2017,8,2,18,1705,NORU,5,26.7,135.5,940,90,9,60,60,9,150,150,0,2017-08-02 18:00:00,1501696800
146,146,158,2017,8,3,0,1705,NORU,5,27.4,135.0,945,85,9,60,60,9,150,150,0,2017-08-03 00:00:00,1501718400
147,147,159,2017,8,3,6,1705,NORU,5,27.9,134.1,945,85,9,60,60,9,150,150,0,2017-08-03 06:00:00,1501740000
148,148,160,2017,8,3,12,1705,NORU,5,28.1,133.5,950,80,9,60,60,9,150,150,0,2017-08-03 12:00:00,1501761600
149,149,162,2017,8,3,18,1705,NORU,5,28.3,132.5,955,75,9,60,60,9,150,150,0,2017-08-03 18:00:00,1501783200
150,150,164,2017,8,4,0,1705,NORU,5,28.5,131.6,955,75,9,60,60,9,150,150,0,2017-08-04 00:00:00,1501804800
151,151,166,2017,8,4,6,1705,NORU,5,28.7,131.2,960,70,9,60,60,9,150,150,0,2017-08-04 06:00:00,1501826400
152,152,168,2017,8,4,12,1705,NORU,5,28.9,130.9,960,70,9,60,60,9,150,150,0,2017-08-04 12:00:00,1501848000
153,153,170,2017,8,4,18,1705,NORU,5,29.2,130.5,960,70,9,60,60,9,150,150,0,2017-08-04 18:00:00,1501869600
154,154,172,2017,8,5,0,1705,NORU,5,29.6,130.3,965,65,9,60,60,9,150,150,0,2017-08-05 00:00:00,1501891200
155,155,174,2017,8,5,6,1705,NORU,5,29.9,130.1,965,65,9,60,60,9,150,150,0,2017-08-05 06:00:00,1501912800
156,156,176,2017,8,5,12,1705,NORU,4,30.1,130.1,970,60,9,60,60,9,150,150,0,2017-08-05 12:00:00,1501934400
157,157,179,2017,8,5,18,1705,NORU,4,30.3,130.5,970,60,9,60,60,9,150,150,0,2017-08-05 18:00:00,1501956000
158,158,181,2017,8,6,0,1705,NORU,4,30.7,130.9,970,60,9,60,60,9,150,150,1,2017-08-06 00:00:00,1501977600
159,159,183,2017,8,6,6,1705,NORU,4,31.1,131.5,970,60,9,50,50,9,150,150,0,2017-08-06 06:00:00,1501999200
160,160,185,2017,8,6,12,1705,NORU,4,31.8,132.3,970,60,9,50,50,3,200,150,0,2017-08-06 12:00:00,1502020800
161,161,187,2017,8,6,18,1705,NORU,4,32.5,132.9,970,60,9,50,50,3,200,150,0,2017-08-06 18:00:00,1502042400
162,162,189,2017,8,7,0,1705,NORU,4,33.1,134.0,970,60,9,50,50,3,200,150,1,2017-08-07 00:00:00,1502064000
163,163,191,2017,8,7,6,1705,NORU,4,34.0,135.1,975,55,9,50,50,3,200,150,1,2017-08-07 06:00:00,1502085600
164,164,193,2017,8,7,12,1705,NORU,4,35.2,136.2,980,50,0,0,0,3,200,150,0,2017-08-07 12:00:00,1502107200
165,165,195,2017,8,7,18,1705,NORU,3,36.2,136.8,985,40,0,0,0,3,200,120,0,2017-08-07 18:00:00,1502128800
166,166,197,2017,8,8,0,1705,NORU,3,37.3,137.7,985,35,0,0,0,9,150,150,0,2017-08-08 00:00:00,1502150400
167,167,199,2017,8,8,6,1705,NORU,3,37.7,138.1,988,35,0,0,0,9,120,120,0,2017-08-08 06:00:00,1502172000
168,168,201,2017,8,8,12,1705,NORU,6,38.7,138.5,990,0,0,0,0,0,0,0,0,2017-08-08 12:00:00,1502193600
169,169,202,2017,8,8,18,1705,NORU,6,39.0,139.0,992,0,0,0,0,0,0,0,0,2017-08-08 18:00:00,1502215200
170,170,203,2017,8,9,0,1705,NORU,6,39.2,139.2,994,0,0,0,0,0,0,0,0,2017-08-09 00:00:00,1502236800
171,171,204,2017,8,9,6,1705,NORU,6,39.2,139.3,996,0,0,0,0,0,0,0,0,2017-08-09 06:00:00,1502258400
273,273,308,2017,7,27,12,1710,HAITANG,2,19.2,117.8,1000,0,0,0,0,0,0,0,0,2017-07-27 12:00:00,1501156800
274,274,309,2017,7,27,18,1710,HAITANG,2,19.4,117.2,1000,0,0,0,0,0,0,0,0,2017-07-27 18:00:00,1501178400
275,275,310,2017,7,28,0,1710,HAITANG,2,19.3,116.6,1000,0,0,0,0,0,0,0,0,2017-07-28 00:00:00,1501200000
276,276,311,2017,7,28,6,1710,HAITANG,2,19.2,116.1,998,0,0,0,0,0,0,0,0,2017-07-28 06:00:00,1501221600
277,277,312,2017,7,28,12,1710,HAITANG,2,18.5,115.8,998,0,0,0,0,0,0,0,0,2017-07-28 12:00:00,1501243200
278,278,313,2017,7,28,18,1710,HAITANG,3,18.0,115.8,996,35,0,0,0,4,240,120,0,2017-07-28 18:00:00,1501264800
279,279,314,2017,7,29,0,1710,HAITANG,3,18.1,116.2,994,35,0,0,0,4,240,120,0,2017-07-29 00:00:00,1501286400
280,280,315,2017,7,29,6,1710,HAITANG,3,18.2,116.6,990,40,0,0,0,4,240,120,0,2017-07-29 06:00:00,1501308000
281,281,316,2017,7,29,12,1710,HAITANG,3,18.6,117.3,990,40,0,0,0,4,240,120,0,2017-07-29 12:00:00,1501329600
282,282,317,2017,7,29,18,1710,HAITANG,3,19.0,118.2,990,40,0,0,0,4,240,120,0,2017-07-29 18:00:00,1501351200
283,283,318,2017,7,30,0,1710,HAITANG,3,20.1,119.4,990,40,0,0,0,4,240,120,0,2017-07-30 00:00:00,1501372800
284,284,319,2017,7,30,6,1710,HAITANG,3,21.9,120.3,985,45,0,0,0,4,240,120,0,2017-07-30 06:00:00,1501394400
285,285,320,2017,7,30,12,1710,HAITANG,3,23.0,120.5,990,40,0,0,0,4,240,120,0,2017-07-30 12:00:00,1501416000
286,286,321,2017,7,30,18,1710,HAITANG,3,24.7,120.3,990,40,0,0,0,4,240,120,0,2017-07-30 18:00:00,1501437600
287,287,322,2017,7,31,0,1710,HAITANG,3,26.2,118.6,992,35,0,0,0,4,240,120,0,2017-07-31 00:00:00,1501459200
288,288,323,2017,7,31,6,1710,HAITANG,2,27.2,117.6,994,0,0,0,0,0,0,0,0,2017-07-31 06:00:00,1501480800
289,289,324,2017,7,31,12,1710,HAITANG,2,28.2,117.1,994,0,0,0,0,0,0,0,0,2017-07-31 12:00:00,1501502400
290,290,325,2017,7,31,18,1710,HAITANG,2,29.2,116.6,996,0,0,0,0,0,0,0,0,2017-07-31 18:00:00,1501524000
291,291,326,2017,8,1,0,1710,HAITANG,2,29.8,116.3,996,0,0,0,0,0,0,0,0,2017-08-01 00:00:00,1501545600
292,292,327,2017,8,1,6,1710,HAITANG,6,30.4,116.0,996,0,0,0,0,0,0,0,0,2017-08-01 06:00:00,1501567200
293,293,328,2017,8,1,12,1710,HAITANG,6,31.0,115.7,996,0,0,0,0,0,0,0,0,2017-08-01 12:00:00,1501588800
294,294,329,2017,8,1,18,1710,HAITANG,6,31.4,115.5,996,0,0,0,0,0,0,0,0,2017-08-01 18:00:00,1501610400
295,295,330,2017,8,2,0,1710,HAITANG,6,31.8,115.8,996,0,0,0,0,0,0,0,0,2017-08-02 00:00:00,1501632000
296,296,331,2017,8,2,6,1710,HAITANG,6,32.4,115.9,996,0,0,0,0,0,0,0,0,2017-08-02 06:00:00,1501653600
297,297,332,2017,8,2,12,1710,HAITANG,6,33.3,116.0,996,0,0,0,0,0,0,0,0,2017-08-02 12:00:00,1501675200
298,298,333,2017,8,2,18,1710,HAITANG,6,34.1,116.2,996,0,0,0,0,0,0,0,0,2017-08-02 18:00:00,1501696800
406,406,441,2017,8,26,18,1715,SANVU,2,17.8,147.0,1004,0,0,0,0,0,0,0,0,2017-08-26 18:00:00,1503770400
407,407,442,2017,8,27,0,1715,SANVU,2,18.2,147.0,1004,0,0,0,0,0,0,0,0,2017-08-27 00:00:00,1503792000
408,408,443,2017,8,27,6,1715,SANVU,2,18.6,147.0,1004,0,0,0,0,0,0,0,0,2017-08-27 06:00:00,1503813600
409,409,444,2017,8,27,12,1715,SANVU,2,18.9,147.1,1004,0,0,0,0,0,0,0,0,2017-08-27 12:00:00,1503835200
410,410,445,2017,8,27,18,1715,SANVU,2,19.1,147.2,1002,0,0,0,0,0,0,0,0,2017-08-27 18:00:00,1503856800
411,411,446,2017,8,28,0,1715,SANVU,2,19.4,147.2,1000,0,0,0,0,0,0,0,0,2017-08-28 00:00:00,1503878400
412,412,447,2017,8,28,6,1715,SANVU,3,19.7,147.3,994,35,0,0,0,9,180,180,0,2017-08-28 06:00:00,1503900000
413,413,448,2017,8,28,12,1715,SANVU,3,20.3,147.5,994,35,0,0,0,4,350,210,0,2017-08-28 12:00:00,1503921600
414,414,449,2017,8,28,18,1715,SANVU,3,20.9,147.6,992,40,0,0,0,4,400,240,0,2017-08-28 18:00:00,1503943200
415,415,450,2017,8,29,0,1715,SANVU,3,21.5,147.8,992,40,0,0,0,4,500,270,0,2017-08-29 00:00:00,1503964800
416,416,451,2017,8,29,6,1715,SANVU,3,22.7,147.9,992,40,0,0,0,3,500,270,0,2017-08-29 06:00:00,1503986400
417,417,452,2017,8,29,12,1715,SANVU,3,24.5,147.3,992,40,0,0,0,3,500,270,0,2017-08-29 12:00:00,1504008000
